StationId,City,Date,Status,PM2.5,PM10,NOx,CO,SO2,O3
DL001,Delhi,2019-10-17,Active,127.4,211.52,28.12,1.16,14.63,56.39
DL001,Delhi,2019-10-18,Active,111.95,205.98,31.35,1.11,15.3,53.07
DL001,Delhi,2019-10-19,Active,68.2,122.67,39.08,0.98,16.03,38.18
DL001,Delhi,2019-10-20,Active,89.3,168.07,41.85,0.98,14.32,27.54
DL001,Delhi,2019-10-21,Active,115.98,216.65,41.32,1.11,15.21,36.74
DL001,Delhi,2019-10-22,Active,104.22,218.96,40.45,1.13,20.24,38.09
DL001,Delhi,2019-10-23,Active,131.24,265.94,59.56,1.18,19.26,38.68
DL001,Delhi,2019-10-24,Active,173.33,265.83,40.85,1.4,20.24,47.76
DL001,Delhi,2019-10-25,Active,145.95,226.47,40.52,1.22,17.68,51.7
DL001,Delhi,2019-10-26,Active,163.65,264.74,59.79,1.62,16.39,50.81
DL001,Delhi,2019-10-27,Active,198.38,315.9,59.17,1.69,18.42,44.57
DL001,Delhi,2019-10-28,Active,220.14,314.86,32.21,1.54,21.68,48.43
DL001,Delhi,2019-10-29,Active,295.35,421.79,55.88,2.23,17.35,26.26
DL001,Delhi,2019-10-30,Active,331.69,511.9,92.61,2.64,18.6,23.25
DL001,Delhi,2019-10-31,Active,351.58,556.2,113.7,2.82,22.79,7.72
DL001,Delhi,2019-11-01,Active,366.12,549.73,60.32,1.95,21.55,43.78
DL001,Delhi,2019-11-02,Active,323.19,465.21,49.54,0.5,24.29,28.61
DL001,Delhi,2019-11-03,Active,734.56,830.1,62.22,0.58,20.49,1.19
DL001,Delhi,2019-11-04,Active,332.56,461.98,24.52,0.62,20.31,24.77
DL001,Delhi,2019-11-06,Active,120.34,241.08,64.74,0.65,18.81,2.9
DL001,Delhi,2019-11-08,Active,122.95,202.02,48.82,0.49,21.01,3.58
DL001,Delhi,2019-11-09,Active,136.98,224.02,43.81,0.49,20.6,1.5
DL001,Delhi,2019-11-10,Active,192.41,293.94,42.36,0.53,23.61,1.42
DL001,Delhi,2019-11-11,Active,256.29,381.32,54.47,0.55,26.9,1.45
DL001,Delhi,2019-11-12,Active,389.0,538.72,81.72,0.61,21.99,1.45
DL001,Delhi,2019-11-13,Active,365.8,518.57,75.95,0.46,25.78,1.4
DL001,Delhi,2019-11-14,Active,298.23,473.84,95.39,0.96,24.43,1.67
DL001,Delhi,2019-11-15,Active,371.9,540.09,80.59,0.81,19.89,1.56
DL001,Delhi,2019-11-16,Active,146.14,262.77,34.23,0.41,18.98,2.68
DL001,Delhi,2019-11-17,Active,96.51,161.31,22.89,0.27,17.67,18.54
DL001,Delhi,2019-11-18,Active,132.62,220.04,31.79,0.4,16.84,28.85
DL001,Delhi,2019-11-19,Active,143.5,265.1,56.46,0.65,19.29,29.96
DL001,Delhi,2019-11-20,Active,193.27,342.15,68.79,0.74,22.86,45.07
DL001,Delhi,2019-11-21,Active,191.79,316.6,45.04,0.35,20.27,47.59
DL001,Delhi,2019-11-22,Active,211.15,380.75,77.3,0.66,26.05,48.37
DL001,Delhi,2019-11-23,Active,116.54,207.77,32.97,0.3,19.13,27.18
DL001,Delhi,2019-11-24,Active,82.92,153.33,25.25,0.34,16.12,37.7
DL001,Delhi,2019-11-25,Active,104.92,189.98,32.96,0.37,18.36,37.21
DL001,Delhi,2019-11-26,Active,91.46,174.06,28.68,0.29,27.51,41.28
DL001,Delhi,2019-11-27,Active,47.02,91.2,22.1,0.28,19.13,34.76
DL001,Delhi,2019-11-28,Active,24.76,45.07,14.68,0.28,10.05,40.49
DL001,Delhi,2019-11-29,Active,40.33,76.52,29.35,0.38,8.01,26.16
DL001,Delhi,2019-11-30,Active,85.69,157.94,39.23,0.74,11.8,21.36
DL001,Delhi,2019-12-01,Active,118.75,214.96,33.66,0.82,9.95,22.94
DL001,Delhi,2019-12-03,Active,128.12,226.35,72.58,1.31,14.02,45.36
DL001,Delhi,2019-12-04,Active,210.49,321.94,90.51,1.36,23.38,39.53
DL001,Delhi,2019-12-05,Active,275.77,409.86,134.87,2.07,19.77,40.23
DL001,Delhi,2019-12-06,Active,269.35,387.29,103.4,1.45,28.47,29.73
DL001,Delhi,2019-12-07,Active,154.36,310.58,77.05,1.8,19.4,30.65
DL001,Delhi,2019-12-08,Active,273.82,428.26,124.43,2.55,17.58,28.1
DL001,Delhi,2019-12-09,Active,224.62,356.18,112.08,2.33,16.15,35.67
DL001,Delhi,2019-12-10,Active,249.81,386.86,92.04,1.9,14.31,34.72
DL001,Delhi,2019-12-11,Active,333.91,452.86,62.99,2.66,19.07,38.69
DL001,Delhi,2019-12-12,Active,303.55,393.42,41.84,1.76,19.67,35.9
DL001,Delhi,2019-12-13,Active,86.82,110.94,21.31,0.97,13.54,38.81
DL001,Delhi,2019-12-14,Active,59.38,96.82,32.78,0.93,11.91,21.85
DL001,Delhi,2019-12-15,Active,85.81,128.54,27.06,0.89,13.23,22.09
DL001,Delhi,2019-12-16,Active,73.94,107.1,24.57,0.88,10.88,23.16
DL001,Delhi,2019-12-17,Active,99.25,126.38,41.85,1.13,11.19,24.62
DL001,Delhi,2019-12-18,Active,131.98,166.73,37.19,1.05,11.24,32.35
DL001,Delhi,2019-12-19,Active,297.12,367.48,60.03,2.05,11.55,13.91
DL001,Delhi,2019-12-20,Active,309.4,419.6,65.06,2.28,15.29,16.62
DL001,Delhi,2019-12-21,Active,211.35,303.23,68.89,1.62,10.88,9.6
DL001,Delhi,2019-12-22,Active,127.96,167.44,49.87,1.28,9.28,17.16
DL001,Delhi,2019-12-23,Active,160.83,200.83,50.78,1.66,10.21,16.94
DL001,Delhi,2019-12-24,Active,215.18,304.64,55.02,1.86,13.25,14.66
DL001,Delhi,2019-12-27,Active,189.41,301.59,36.7,1.19,11.01,8.2
DL001,Delhi,2019-12-28,Active,218.07,306.58,58.21,1.16,11.83,11.31
DL001,Delhi,2019-12-29,Active,243.4,351.66,34.99,1.55,10.51,25.23
DL001,Delhi,2019-12-30,Active,244.91,316.24,57.61,2.48,9.76,3.71
DL001,Delhi,2019-12-31,Active,226.22,296.98,38.73,1.46,13.27,21.6
DL001,Delhi,2020-01-01,Active,240.48,286.54,36.0,1.72,13.89,24.58
DL001,Delhi,2020-01-02,Active,213.48,290.94,71.72,1.92,16.33,21.37
DL001,Delhi,2020-01-03,Active,204.6,306.12,74.15,2.09,12.85,26.26
DL001,Delhi,2020-01-04,Active,226.7,324.51,85.25,1.94,11.7,23.81
DL001,Delhi,2020-01-05,Active,187.19,259.82,30.35,1.22,10.65,29.84
DL001,Delhi,2020-01-06,Active,172.76,222.88,28.8,1.19,14.81,14.01
DL001,Delhi,2020-01-07,Active,95.12,121.26,18.68,1.15,9.58,14.12
DL001,Delhi,2020-01-08,Active,88.85,108.21,17.74,0.96,7.13,11.6
DL001,Delhi,2020-01-09,Active,77.09,104.93,12.71,0.83,8.26,17.46
DL001,Delhi,2020-01-10,Active,113.53,161.86,19.2,1.02,11.43,20.82
DL001,Delhi,2020-01-11,Active,121.92,197.54,33.71,1.7,11.57,29.29
DL001,Delhi,2020-01-12,Active,181.35,290.66,50.62,1.45,12.36,23.29
DL001,Delhi,2020-01-13,Active,202.56,282.48,33.27,1.49,8.7,15.38
DL001,Delhi,2020-01-14,Active,108.74,142.46,17.98,0.99,8.63,10.7
DL001,Delhi,2020-01-15,Active,110.76,164.16,24.25,1.43,11.46,11.05
DL001,Delhi,2020-01-16,Active,117.48,170.85,20.13,1.05,9.41,4.36
DL001,Delhi,2020-01-17,Active,99.9,137.06,17.7,1.34,8.25,4.99
DL001,Delhi,2020-01-18,Active,104.63,153.11,23.58,1.35,8.82,4.89
DL001,Delhi,2020-01-19,Active,108.0,147.81,11.55,0.83,7.89,6.2
DL001,Delhi,2020-01-21,Active,248.4,366.08,48.92,2.66,13.86,20.51
DL001,Delhi,2020-01-22,Active,140.92,191.96,28.07,1.8,15.34,12.54
DL001,Delhi,2020-01-23,Active,65.77,108.4,13.41,1.14,11.76,29.52
DL001,Delhi,2020-01-24,Active,76.42,122.52,20.25,1.04,12.68,25.47
DL001,Delhi,2020-01-25,Active,162.61,256.62,42.48,2.13,16.89,21.17
DL001,Delhi,2020-01-26,Active,218.48,310.92,38.79,2.5,12.54,22.03
DL001,Delhi,2020-01-27,Active,206.24,299.43,57.43,2.58,13.97,10.58
DL001,Delhi,2020-01-28,Active,96.68,131.35,21.31,1.52,11.26,6.56
DL001,Delhi,2020-01-29,Active,78.2,121.81,29.35,1.07,10.94,5.33
DL001,Delhi,2020-01-30,Active,70.45,114.17,31.85,0.96,10.92,8.33
DL001,Delhi,2020-01-31,Active,81.17,133.3,28.77,1.21,10.72,9.17
DL001,Delhi,2020-02-01,Active,119.29,180.58,62.76,1.69,8.39,11.17
DL001,Delhi,2020-02-02,Active,111.46,170.65,38.05,1.36,8.98,8.18
DL001,Delhi,2020-02-03,Active,140.18,223.51,42.74,1.47,11.75,12.02
DL001,Delhi,2020-02-04,Active,175.57,248.79,47.25,1.26,11.88,11.16
DL001,Delhi,2020-02-05,Active,143.4,223.43,39.04,1.16,12.02,11.97
DL001,Delhi,2020-02-06,Active,129.06,187.86,29.37,1.03,12.41,11.12
DL001,Delhi,2020-02-07,Active,126.92,181.26,39.53,1.1,10.57,11.4
DL001,Delhi,2020-02-08,Active,150.58,217.52,33.68,0.95,14.29,10.92
DL001,Delhi,2020-02-10,Active,117.79,260.25,66.31,1.42,14.32,12.66
DL001,Delhi,2020-02-11,Active,161.36,285.22,85.57,1.42,12.34,14.25
DL001,Delhi,2020-02-12,Active,166.45,281.32,39.92,1.12,15.94,12.81
DL001,Delhi,2020-02-13,Active,92.28,156.6,21.62,0.83,18.03,34.79
DL001,Delhi,2020-02-14,Active,76.54,141.53,18.91,0.85,17.34,63.01
DL001,Delhi,2020-02-15,Active,95.17,164.21,23.64,0.7,24.09,61.39
DL001,Delhi,2020-02-16,Active,171.72,269.82,56.2,1.45,27.09,49.0
DL001,Delhi,2020-02-17,Active,191.25,340.39,64.87,1.21,21.57,27.77
DL001,Delhi,2020-02-18,Active,145.08,241.28,47.58,1.07,28.28,58.06
DL001,Delhi,2020-02-19,Active,171.31,310.97,77.29,1.62,20.5,56.18
DL001,Delhi,2020-02-20,Active,126.13,203.39,25.03,1.21,14.99,61.12
DL001,Delhi,2020-02-21,Active,41.2,57.61,15.32,0.64,11.29,51.31
DL001,Delhi,2020-02-22,Active,43.99,75.89,30.17,1.04,18.78,33.1
DL001,Delhi,2020-02-23,Active,90.93,161.55,40.65,0.99,15.61,33.34
DL001,Delhi,2020-02-24,Active,58.1,119.82,36.82,0.88,16.95,28.23
DL001,Delhi,2020-02-25,Active,133.57,250.62,36.7,1.1,18.99,19.48
DL001,Delhi,2020-02-26,Active,152.97,290.01,47.44,1.12,23.8,32.26
DL001,Delhi,2020-02-27,Active,125.51,220.74,29.75,1.05,13.16,38.61
DL001,Delhi,2020-02-28,Active,97.5,198.44,22.83,0.99,12.09,32.02
DL001,Delhi,2020-02-29,Active,69.81,143.1,21.57,0.87,11.23,21.52
DL001,Delhi,2020-03-01,Active,43.65,76.92,21.01,0.67,10.93,32.39
DL001,Delhi,2020-03-02,Active,87.68,178.92,60.51,1.29,15.83,20.75
DL001,Delhi,2020-03-03,Active,97.69,193.17,56.75,1.06,14.73,23.36
DL001,Delhi,2020-03-04,Active,91.69,154.94,34.41,1.03,9.4,16.59
DL001,Delhi,2020-03-05,Active,28.72,43.58,18.48,0.66,11.39,19.85
DL001,Delhi,2020-03-06,Active,17.87,28.15,16.64,0.57,11.28,23.52
DL001,Delhi,2020-03-07,Active,38.6,63.4,19.48,0.84,11.06,25.18
DL001,Delhi,2020-03-09,Active,41.51,94.5,18.49,0.71,12.57,24.23
DL001,Delhi,2020-03-10,Active,75.43,139.04,17.91,0.8,16.31,30.1
DL001,Delhi,2020-03-11,Active,55.64,99.29,16.91,0.85,12.19,30.3
DL001,Delhi,2020-03-12,Active,51.16,111.75,19.72,0.78,12.39,23.39
DL001,Delhi,2020-03-13,Active,93.31,233.15,33.62,0.97,15.44,23.26
DL001,Delhi,2020-03-14,Active,35.21,55.56,14.43,0.84,13.18,18.65
DL001,Delhi,2020-03-15,Active,50.62,86.29,22.17,0.8,11.69,20.73
DL001,Delhi,2020-03-16,Active,57.63,116.67,20.55,0.84,14.53,12.59
DL001,Delhi,2020-03-17,Active,53.05,130.09,30.04,0.88,14.35,22.01
DL001,Delhi,2020-03-18,Active,45.59,116.36,34.93,1.01,15.69,32.69
DL001,Delhi,2020-03-19,Active,92.08,215.52,40.12,0.97,19.43,36.43
DL001,Delhi,2020-03-20,Active,83.71,175.17,29.72,1.07,17.94,41.91
DL001,Delhi,2020-03-21,Active,115.08,256.09,43.6,1.09,28.56,36.56
DL001,Delhi,2020-03-22,Active,83.44,137.52,20.94,0.93,14.23,29.81
DL001,Delhi,2020-03-23,Active,52.38,92.88,20.34,0.86,15.76,29.25
DL001,Delhi,2020-03-24,Active,57.29,97.06,21.3,0.82,15.79,29.49
DL001,Delhi,2020-03-25,Active,36.86,70.05,19.14,0.93,11.14,25.99
DL001,Delhi,2020-03-26,Active,48.23,89.0,17.59,0.66,15.4,22.79
DL001,Delhi,2020-03-27,Active,24.63,43.67,17.52,0.63,11.18,20.49
DL001,Delhi,2020-03-28,Active,15.12,30.14,17.94,0.68,10.16,19.74
DL001,Delhi,2020-03-29,Active,20.77,59.57,17.25,0.46,9.57,29.47
DL001,Delhi,2020-03-30,Active,30.02,74.98,18.61,0.63,10.71,31.51
DL001,Delhi,2020-03-31,Active,31.44,79.94,18.41,0.6,12.99,32.29
DL001,Delhi,2020-04-01,Active,30.19,76.5,18.32,0.75,13.93,28.2
DL001,Delhi,2020-04-02,Active,25.15,67.33,17.67,0.64,11.83,32.83
DL001,Delhi,2020-04-03,Active,27.83,77.77,19.15,0.9,11.5,40.19
DL001,Delhi,2020-04-04,Active,42.38,102.58,21.35,0.66,15.35,34.78
DL001,Delhi,2020-04-05,Active,62.85,128.54,23.72,0.58,13.41,33.56
DL001,Delhi,2020-04-06,Active,71.23,148.54,21.91,0.94,16.27,33.03
DL001,Delhi,2020-04-07,Active,27.46,108.1,18.89,0.78,10.36,35.42
DL001,Delhi,2020-04-08,Active,26.98,89.82,18.4,0.73,13.29,37.66
DL001,Delhi,2020-04-09,Active,34.0,93.65,20.24,0.73,14.6,40.99
DL001,Delhi,2020-04-10,Active,51.88,136.88,24.55,0.83,15.45,33.63
DL001,Delhi,2020-04-11,Active,49.85,137.82,20.71,0.82,18.61,41.12
DL001,Delhi,2020-04-12,Active,31.77,101.07,17.27,0.69,17.05,43.8
DL001,Delhi,2020-04-13,Active,58.86,167.23,21.03,0.86,21.79,35.04
DL001,Delhi,2020-04-14,Active,68.89,206.78,22.17,0.83,19.36,44.75
DL001,Delhi,2020-04-15,Active,76.52,255.81,17.8,0.76,19.44,43.28
DL001,Delhi,2020-04-16,Active,71.99,235.84,19.85,0.96,22.63,46.56
DL001,Delhi,2020-04-17,Active,22.92,108.08,11.61,0.59,15.34,61.05
DL001,Delhi,2020-04-18,Active,23.82,117.57,10.44,0.73,13.61,57.99
DL001,Delhi,2020-04-19,Active,27.55,90.71,11.9,0.67,15.08,52.08
DL001,Delhi,2020-04-20,Active,63.25,166.19,19.46,0.94,14.69,37.86
DL001,Delhi,2020-04-21,Active,40.09,115.09,14.24,0.92,15.32,51.25
DL001,Delhi,2020-04-22,Active,56.66,184.99,21.11,0.77,15.79,53.27
DL001,Delhi,2020-04-23,Active,63.24,179.33,14.91,0.91,18.79,49.8
DL001,Delhi,2020-04-24,Active,82.9,200.19,17.89,0.97,17.61,59.54
DL001,Delhi,2020-04-25,Active,30.81,123.75,13.01,0.62,11.74,60.96
DL001,Delhi,2020-04-26,Active,49.64,158.78,11.86,0.63,18.12,51.86
DL001,Delhi,2020-04-27,Active,32.92,68.5,10.82,0.77,13.92,56.8
DL001,Delhi,2020-04-28,Active,52.28,107.61,11.4,0.96,19.35,60.66
DL001,Delhi,2020-04-29,Active,69.27,155.95,12.77,0.97,16.58,64.27
DL001,Delhi,2020-04-30,Active,50.46,129.6,12.61,0.87,15.66,67.53
DL001,Delhi,2020-05-01,Active,72.32,171.9,14.07,0.91,20.43,64.58
DL001,Delhi,2020-05-02,Active,35.94,125.29,13.51,0.83,15.05,68.01
DL001,Delhi,2020-05-03,Active,42.14,107.17,13.48,0.81,14.4,52.36
DL001,Delhi,2020-05-04,Active,30.77,63.8,12.55,0.62,13.29,61.68
DL001,Delhi,2020-05-05,Active,58.19,123.54,16.78,0.8,17.71,53.86
DL001,Delhi,2020-05-06,Active,68.96,183.02,13.91,0.91,22.63,59.08
DL001,Delhi,2020-05-07,Active,34.79,84.69,12.06,0.75,14.26,79.53
DL001,Delhi,2020-05-08,Active,68.25,151.96,15.84,1.02,18.63,76.82
DL001,Delhi,2020-05-09,Active,66.31,141.73,14.69,0.93,16.27,86.84
DL001,Delhi,2020-05-10,Active,56.81,107.0,13.61,0.85,14.52,63.61
DL001,Delhi,2020-05-11,Active,57.38,108.92,15.15,0.93,20.16,70.45
DL001,Delhi,2020-05-12,Active,52.27,105.04,14.06,0.82,19.62,72.77
DL001,Delhi,2020-05-13,Active,90.6,190.42,15.65,1.09,22.17,59.25
DL001,Delhi,2020-05-14,Active,79.17,161.33,19.89,0.93,14.89,64.41
DL001,Delhi,2020-05-15,Active,47.98,98.46,19.29,0.81,18.78,60.38
DL001,Delhi,2020-05-16,Active,78.25,147.48,18.29,0.89,20.33,72.12
DL001,Delhi,2020-05-17,Active,113.71,223.38,20.5,0.91,26.64,72.29
DL001,Delhi,2020-05-18,Active,104.19,211.21,15.21,0.89,20.68,62.73
DL001,Delhi,2020-05-19,Active,114.77,238.06,20.76,0.87,16.29,67.75
DL001,Delhi,2020-05-20,Active,73.86,166.1,12.52,0.77,16.43,69.52
DL001,Delhi,2020-05-21,Active,55.11,176.73,9.9,0.73,17.53,73.23
DL001,Delhi,2020-05-22,Active,127.01,275.46,16.01,0.88,26.28,66.25
DL001,Delhi,2020-05-23,Active,115.4,274.69,13.03,0.88,16.19,32.94
DL001,Delhi,2020-05-24,Active,69.94,206.81,8.85,0.76,14.68,39.45
DL001,Delhi,2020-05-25,Active,54.04,165.98,10.42,0.83,16.02,45.45
DL001,Delhi,2020-05-26,Active,78.74,238.44,16.07,0.77,19.76,46.32
DL001,Delhi,2020-05-27,Active,50.0,189.44,7.27,0.79,14.06,75.54
DL001,Delhi,2020-05-28,Active,36.6,235.28,5.31,0.73,8.94,39.7
DL001,Delhi,2020-05-29,Active,26.57,66.3,6.85,0.67,8.31,30.01
DL001,Delhi,2020-05-30,Active,28.81,56.08,7.92,0.66,6.52,35.42
DL001,Delhi,2020-05-31,Active,26.35,40.42,6.66,0.65,6.18,26.3
DL001,Delhi,2020-06-01,Active,35.3,52.04,6.35,0.72,8.15,34.05
DL001,Delhi,2020-06-02,Active,43.61,83.89,7.56,0.64,8.65,51.04
DL001,Delhi,2020-06-03,Active,48.71,108.52,8.7,0.72,11.67,48.72
DL001,Delhi,2020-06-04,Active,62.94,148.48,11.22,0.78,9.58,31.38
DL001,Delhi,2020-06-05,Active,50.49,100.22,8.04,0.73,9.52,55.51
DL001,Delhi,2020-06-06,Active,47.1,104.33,7.58,0.73,12.26,68.07
DL001,Delhi,2020-06-07,Active,47.04,93.89,7.18,0.74,12.39,55.7
DL001,Delhi,2020-06-08,Active,44.62,91.4,7.26,0.69,12.6,62.65
DL001,Delhi,2020-06-09,Active,64.94,136.05,8.39,0.81,14.22,65.95
DL001,Delhi,2020-06-10,Active,64.15,197.67,14.12,0.84,13.57,60.89
DL001,Delhi,2020-06-12,Active,63.95,156.59,8.82,0.91,10.02,67.4
DL001,Delhi,2020-06-13,Active,75.72,163.91,8.97,0.79,8.3,29.51
DL001,Delhi,2020-06-14,Active,52.72,112.17,7.06,0.68,7.16,41.38
DL001,Delhi,2020-06-15,Active,55.21,128.02,11.92,0.65,9.87,37.87
DL001,Delhi,2020-06-16,Active,44.48,111.52,13.62,0.42,10.43,44.43
DL001,Delhi,2020-06-17,Active,38.88,97.52,5.48,0.41,9.09,39.49
DL001,Delhi,2020-06-18,Active,38.19,95.9,7.15,0.51,10.16,28.08
DL001,Delhi,2020-06-19,Active,50.19,185.73,4.71,0.39,10.55,30.98
DL001,Delhi,2020-06-20,Active,33.02,98.54,4.87,0.48,10.17,17.13
DL001,Delhi,2020-06-21,Active,47.02,111.54,7.28,0.46,10.23,18.72
DL001,Delhi,2020-06-22,Active,44.6,81.27,6.78,0.38,10.75,22.49
DL001,Delhi,2020-06-23,Active,36.58,68.35,5.81,0.41,10.76,10.74
DL001,Delhi,2020-06-24,Active,38.78,59.34,6.51,0.31,10.42,11.89
DL001,Delhi,2020-06-25,Active,50.4,94.58,7.33,0.55,11.44,10.33
DL001,Delhi,2020-06-26,Active,50.38,108.39,9.78,0.55,11.22,10.98
DL001,Delhi,2020-06-27,Active,39.04,189.31,14.22,0.61,10.27,4.66
DL001,Delhi,2020-06-28,Active,51.1,350.06,9.34,0.56,8.7,8.31
DL001,Delhi,2020-06-29,Active,48.77,243.8,5.51,0.56,9.63,7.88
DL001,Delhi,2020-06-30,Active,48.68,111.04,4.61,0.76,9.95,16.0
DL001,Delhi,2020-07-01,Active,110.25,193.0,9.1,0.78,10.07,8.32
DL002,Delhi,2015-04-04,Active,52.36,167.88,71.39,1.55,27.13,26.37
DL002,Delhi,2015-04-05,Active,95.28,243.36,60.69,1.56,49.67,23.77
DL002,Delhi,2015-04-09,Active,75.45,455.1,87.34,1.45,11.16,10.37
DL002,Delhi,2015-04-10,Active,106.38,430.46,88.77,1.8,15.95,13.68
DL002,Delhi,2015-04-11,Active,231.12,577.43,92.56,1.95,27.28,13.31
DL002,Delhi,2015-04-13,Active,107.44,155.21,65.61,1.55,20.02,15.28
DL002,Delhi,2015-04-14,Active,81.62,206.07,57.97,1.53,17.07,12.18
DL002,Delhi,2015-04-15,Active,115.84,475.48,72.49,2.02,29.36,9.82
DL002,Delhi,2015-04-16,Active,109.24,327.73,62.93,1.51,24.44,12.95
DL002,Delhi,2015-04-17,Active,95.38,437.15,81.26,1.62,15.59,19.46
DL002,Delhi,2015-04-18,Active,162.84,511.4,85.84,1.74,15.16,19.43
DL002,Delhi,2015-04-19,Active,216.75,679.28,101.0,2.44,22.49,15.18
DL002,Delhi,2015-04-20,Active,125.6,552.66,60.27,1.63,18.63,16.63
DL002,Delhi,2015-04-21,Active,137.34,634.03,91.09,1.7,27.01,17.5
DL002,Delhi,2015-04-22,Active,128.94,652.38,100.34,1.85,21.92,14.22
DL002,Delhi,2015-04-23,Active,192.07,574.72,140.5,2.4,29.61,16.24
DL002,Delhi,2015-04-24,Active,188.63,597.97,142.83,2.13,32.83,20.98
DL002,Delhi,2015-04-25,Active,127.62,590.23,72.94,1.39,24.17,21.58
DL002,Delhi,2015-04-26,Active,63.36,362.98,42.3,1.55,27.54,25.03
DL002,Delhi,2015-04-27,Active,73.56,278.02,41.48,1.37,20.04,21.08
DL002,Delhi,2015-04-28,Active,135.8,209.55,49.76,2.68,16.34,16.51
DL002,Delhi,2015-04-29,Active,58.86,207.28,48.53,1.3,23.08,18.27
DL002,Delhi,2015-04-30,Active,62.17,264.31,50.9,1.21,15.29,22.29
DL002,Delhi,2015-05-01,Active,167.5,252.85,59.54,1.55,18.05,15.32
DL002,Delhi,2015-05-02,Active,149.58,320.45,98.79,1.7,20.66,17.89
DL002,Delhi,2015-05-03,Active,237.29,497.91,106.55,4.64,25.02,15.39
DL002,Delhi,2015-05-04,Active,177.87,548.99,101.11,2.08,20.24,11.3
DL002,Delhi,2015-05-05,Active,269.0,619.08,132.13,3.11,29.38,13.82
DL002,Delhi,2015-05-06,Active,332.41,595.56,115.21,2.3,26.49,12.11
DL002,Delhi,2015-05-07,Active,186.08,632.51,93.37,2.01,26.06,12.66
DL002,Delhi,2015-05-08,Active,147.97,582.36,92.87,2.12,24.97,14.01
DL002,Delhi,2015-05-09,Active,183.49,534.29,79.54,1.97,17.39,11.82
DL002,Delhi,2015-05-10,Active,156.52,530.18,71.39,1.97,19.37,13.35
DL002,Delhi,2015-05-11,Active,129.45,523.38,39.65,1.83,17.13,12.59
DL002,Delhi,2015-05-12,Active,149.65,411.12,35.65,1.5,16.22,13.11
DL002,Delhi,2015-05-13,Active,126.64,258.16,36.96,1.89,19.99,14.12
DL002,Delhi,2015-05-14,Active,183.4,450.14,44.25,1.91,18.56,10.12
DL002,Delhi,2015-05-15,Active,187.33,496.25,59.29,1.88,10.67,27.51
DL002,Delhi,2015-05-19,Active,142.27,433.15,69.22,1.33,10.54,39.87
DL002,Delhi,2015-05-20,Active,91.64,366.26,78.64,1.6,25.43,30.33
DL002,Delhi,2015-05-21,Active,126.11,593.19,110.7,1.85,15.66,25.5
DL002,Delhi,2015-05-22,Active,93.01,479.62,283.4,1.54,14.9,30.54
DL002,Delhi,2015-05-23,Active,96.57,591.71,303.41,1.64,13.44,25.48
DL002,Delhi,2015-05-24,Active,104.94,402.19,174.03,2.32,31.99,55.56
DL002,Delhi,2015-05-25,Active,236.9,554.32,275.72,1.48,27.2,29.24
DL002,Delhi,2015-05-26,Active,187.49,617.07,248.03,1.55,25.47,28.19
DL002,Delhi,2015-05-27,Active,144.01,405.89,249.05,1.87,30.91,72.92
DL002,Delhi,2015-05-28,Active,232.84,707.87,214.81,1.5,18.39,36.63
DL002,Delhi,2015-05-29,Active,215.02,425.83,208.76,1.8,10.96,34.19
DL002,Delhi,2015-05-30,Active,177.49,564.45,361.2,1.27,22.0,36.22
DL002,Delhi,2015-06-01,Active,89.94,295.44,201.94,1.1,22.49,39.66
DL002,Delhi,2015-06-02,Active,108.49,226.02,189.22,1.01,9.69,43.48
DL002,Delhi,2015-06-03,Active,99.96,231.96,205.91,1.47,11.48,22.24
DL002,Delhi,2015-06-04,Active,134.67,265.66,161.34,0.93,6.29,31.34
DL002,Delhi,2015-06-07,Active,97.11,334.31,235.43,1.33,20.03,18.9
DL002,Delhi,2015-06-08,Active,185.26,450.93,316.76,1.36,15.25,29.85
DL002,Delhi,2015-06-09,Active,170.96,568.86,283.19,1.18,10.4,12.4
DL002,Delhi,2015-06-10,Active,106.35,410.31,188.56,0.71,9.16,3.18
DL002,Delhi,2015-06-12,Active,296.36,527.95,359.22,1.76,12.54,6.37
DL002,Delhi,2015-06-13,Active,99.3,276.36,191.14,1.24,9.32,14.33
DL002,Delhi,2015-06-14,Active,82.97,170.55,161.19,1.43,9.61,35.11
DL002,Delhi,2015-06-15,Active,116.45,429.27,209.11,1.76,10.38,21.23
DL002,Delhi,2015-06-16,Active,185.08,566.69,240.06,1.5,9.32,38.17
DL002,Delhi,2015-06-17,Active,153.5,488.33,242.03,1.31,9.99,41.18
DL002,Delhi,2015-06-18,Active,189.36,456.64,210.07,1.32,16.35,30.41
DL002,Delhi,2015-06-19,Active,125.69,308.9,87.12,1.09,16.41,14.46
DL002,Delhi,2015-06-20,Active,140.49,319.19,97.21,1.08,30.61,36.59
DL002,Delhi,2015-06-21,Active,66.61,118.88,110.41,1.92,13.43,34.13
DL002,Delhi,2015-06-22,Active,134.75,185.43,110.32,1.07,13.61,46.86
DL002,Delhi,2015-06-23,Active,162.03,230.94,150.85,1.23,16.37,53.06
DL002,Delhi,2015-06-24,Active,145.38,310.98,219.77,1.22,18.44,89.86
DL002,Delhi,2015-06-25,Active,47.94,92.76,313.3,1.13,14.57,57.33
DL002,Delhi,2015-06-26,Active,102.52,361.03,429.38,1.05,13.51,72.97
DL002,Delhi,2015-06-27,Active,78.28,390.45,366.1,1.06,13.71,56.86
